Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,DCF Version,Gene Name,Mouse Name,Mouse,Genotype,Gender,Birth Date,Assay Date,Age In Weeks,Is Complete,Number Of Thoracic Vertebrae,Number Of Lumbar Vertebrae,Number Of Pelvic Vertebrae,Number Of Caudal Vertebrae,Transitional Vertebrae,Shape Of Vertebrae,Fusion Of Vertebrae,Processes On Vertebrae,Number Of Ribs Right,Number Of Ribs Left,Shape Of Ribcage,Shape Of Ribs,Rib Fusions,Clavicle,Scapula,Humerus,Radius,Ulna,Pelvis,Femur,Tibia,Fibula,Joints,Shape Of Spine,Teeth,Mandible,Maxilla,Zygomatic Bone,Number Of Cervical Vertebrae,Skull Shape,Number Of Digits,Digit Integrity,Syndactylism,Polysyndactylism,Brachydactylism,Comments,Anaesthetic,Tibia Length,Mouse Status,X Ray Equipment Name,X Ray Equipment Manufacturer,X Ray Equipment Model,Scanner Equipment Name,Scanner Equipment Manufacturer,Scanner Equipment Model,Level Used,Kyphosis,Lordosis,Scoliosis,Spinous Processes,Transverse Processes,Fusion Processes,Caudal Processes,Cervical Processes,Lumbar Processes,Sacral Processes,Thoracic Processes,Core Strain,Full Strain
MCUB,Egfr Knockout 1 EPD0454_5_C09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120329,MGP Select,V2,Egfr,MCUB63.1g,M01114584,+/+,Female,31-Mar-12,04-Jul-12,13.6,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Fusion of C1 and C2, enlarged spinous process of C2.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(37.5%);C57BL/6NTac(62.5%)
MCSB,Ush1c Knockout 1 EPD0132_5_A03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120620,MGP Select,V2,Ush1c,MCSB66.1h,M01183777,+/+,Female,20-Jun-12,24-Sep-12,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCSB,Ush1c Knockout 1 EPD0132_5_A03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120620,MGP Select,V2,Ush1c,MCSB67.1f,M01183792,+/+,Female,20-Jun-12,24-Sep-12,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MDFF,Tsfm Knockout 1 EPD0176_3_C01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120906,MGP Select,V2,Tsfm,MDFF42.2i,M01262704,+/+,Female,06-Sep-12,11-Dec-12,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; enlarged spinous process of T1; truncated spinous process of T2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDFF,Tsfm Knockout 1 EPD0176_3_C01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120906,MGP Select,V2,Tsfm,MDFF42.2g,M01262702,+/+,Female,06-Sep-12,11-Dec-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MEMX,Sh2d5 tm1a(EUCOMM)Wtsi EPD0378_1_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121003,MGP Select,V2,Sh2d5,MEMX14.1f,M01288393,+/+,Female,04-Oct-12,08-Jan-13,13.7,1,13,6,4,27,No,Abnormal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Tail kink between Ca17 and 18; abnormal morphology of Ca18; enlarged spinous process of C1.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MEXX,Def6 tm1a(EUCOMM)Wtsi EPD0738_5_C09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121122,MGP Select,V2,Def6,MEXX20.2f,M01334605,+/+,Female,22-Nov-12,26-Feb-13,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MCRQ,Ocm tm1e(EUCOMM)Wtsi Knockout 1 EPD0397_5_B10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120706,MGP Select,V2,Ocm,MCRQ78.1g,M01204242,+/+,Female,06-Jul-12,10-Oct-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Flared right ischium.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MCRQ,Ocm tm1e(EUCOMM)Wtsi Knockout 1 EPD0397_5_B10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120706,MGP Select,V2,Ocm,MCRQ78.1h,M01204243,+/+,Female,06-Jul-12,10-Oct-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MDJF,Glg1 Knockout 1 EPD0269_2_C07 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Glg1,MDJF52.2h,M01405860,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDJF,Glg1 Knockout 1 EPD0269_2_C07 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Glg1,MDJF52.2g,M01405859,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX62.1b,M01405150,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,29,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; fusion of C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1g,M01405161,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX62.1d,M01405152,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,30,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2; truncated right transverse process of C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1i,M01405163,+/+,Female,07-Feb-13,14-May-13,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDYP,Ralgps2 Knockout 1 EPD0593_4_D01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120210,MGP Select,V2,Ralgps2,MDYP19.1g,M01070404,+/+,Female,10-Feb-12,16-May-12,13.7,1,13,6,4,26,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process oof C1.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MEQF,Ninj2 tm1a(KOMP)Wtsi EPD0524_3_D04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120517,MGP Select,V2,Ninj2,MEQF14.1f,M01158624,+/+,Female,16-May-12,21-Aug-12,13.9,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXJ,Gm239 Knockout 1 EPD0509_5_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120509,MGP Select,V2,Gm239,MDXJ26.3b,M01143421,+/+,Female,09-May-12,14-Aug-12,13.9,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3g,M01026146,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Enlarged spinous process of C2, truncated spinous process of T2, reduced intervertebral spacing between C1 and C2.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDZG,Frmd7 Knockout 1 EPD0567_1_G09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Frmd7,MDZG16.1e,M01026125,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Enlarged and fused spinous processes of C1 and C2, fusion of C1 and C2",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,Yes,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDZG,Frmd7 Knockout 1 EPD0567_1_G09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Frmd7,MDZG16.1c,M01026123,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Enlarged spinous processes of C1 and C2, reduced intervertebral spacing between C1 and C2.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDZG,Frmd7 Knockout 1 EPD0567_1_G09,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Frmd7,MDZG16.1h,M01026128,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Fusion of Ca27 and Ca28, Enlarged spinous process of C2, fusion of C1 and C2, dental asymmetry of the upper incisors.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3i,M01026148,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Enlarged spinous process of C2, reduced intervertebral spacing between C1 and C2.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3j,M01026149,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,27,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"Enlarged spinous process of C2, reduced intervertebral spacing between C1 and C2.",Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MCRU,Pabpc1l EPD0430_2_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Pabpc1l,MCRU68.1b,M01099780,+/+,Female,10-Mar-12,14-Jun-12,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCRU,Pabpc1l EPD0430_2_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Pabpc1l,MCRU68.1c,M01099781,+/+,Female,10-Mar-12,14-Jun-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3h,M01026147,+/+,Female,28-Dec-11,02-Apr-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MCRU,Pabpc1l EPD0430_2_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Pabpc1l,MCRU68.1f,M01099784,+/+,Female,10-Mar-12,14-Jun-12,13.7,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MCRU,Pabpc1l EPD0430_2_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Pabpc1l,MCRU68.1e,M01099783,+/+,Female,10-Mar-12,14-Jun-12,13.7,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Thoracolumbar kyphosis; enlarged spinous process of C2; reduced intervertebral space with excess bone between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,Yes,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MDYQ,Fam175b Knockout 1 EPD0424_5_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Fam175b,MDYQ13.3j,M01128907,+/+,Female,11-Apr-12,17-Jul-12,13.9,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXJ,Gm239 Knockout 1 EPD0509_5_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120509,MGP Select,V2,Gm239,MDXJ26.3f,M01143425,+/+,Female,09-May-12,14-Aug-12,13.9,1,13,6,4,28,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional Ca1; enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2; truncated right transverse process of C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXJ,Gm239 Knockout 1 EPD0509_5_A02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120509,MGP Select,V2,Gm239,MDXJ26.3d,M01143423,+/+,Female,09-May-12,14-Aug-12,13.9,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
